lat,lon,"Electrical Distribution Grid"
-16.293778479272,22.307739257812,1
-16.304323266162,22.307739257812,1
-16.31486748543,22.098999023438,1
-16.32541113675,22.098999023438,1
-16.31486748543,22.109985351562,1
-16.32541113675,22.109985351562,1
-16.32541113675,22.120971679688,1
-16.31486748543,22.120971679688,1
-16.32541113675,22.175903320312,1
-16.32541113675,22.208862304688,1
-16.335954219794,22.241821289062,1
-16.31486748543,22.362670898438,1
-16.31486748543,22.373657226562,1
-16.32541113675,22.373657226562,1
-16.32541113675,22.384643554688,1
-16.346496734238,22.417602539062,1
-16.346496734238,22.494506835938,1
-16.32541113675,22.142944335938,1
-16.32541113675,22.153930664062,1
-16.32541113675,22.230834960938,1
-16.335954219794,22.230834960938,1
-16.304323266162,22.285766601562,1
-16.31486748543,22.285766601562,1
-16.31486748543,22.340698242188,1
-16.304323266162,22.340698242188,1
-16.346496734238,22.439575195312,1
-16.346496734238,22.472534179688,1
-16.32541113675,22.252807617188,1
-16.335954219794,22.252807617188,1
-16.304323266162,22.351684570312,1
-16.31486748543,22.351684570312,1
-16.31486748543,22.263793945312,1
-16.32541113675,22.263793945312,1
-16.304323266162,22.329711914062,1
-16.335954219794,22.395629882812,1
-16.32541113675,22.395629882812,1
-16.31486748543,22.274780273438,1
-16.335954219794,22.406616210938,1
-16.346496734238,22.406616210938,1
-16.293778479272,22.318725585938,1
-16.304323266162,22.318725585938,1
-16.32541113675,22.186889648438,1
-16.32541113675,22.197875976562,1
-16.346496734238,22.428588867188,1
-16.346496734238,22.483520507812,1
-16.32541113675,22.131958007812,1
-16.32541113675,22.164916992188,1
-16.32541113675,22.219848632812,1
-16.304323266162,22.296752929688,1
-16.346496734238,22.450561523438,1
-16.346496734238,22.461547851562,1
-16.651980848166,23.604125976562,1
-16.683555027235,23.604125976562,1
-16.662506153301,23.604125976562,1
-16.694078595388,23.604125976562,1
-16.662506153301,23.615112304688,1
-16.694078595388,23.615112304688,1
-16.673030879765,23.615112304688,1
-16.683555027235,23.615112304688,1
-16.651980848166,23.615112304688,1
-16.71512399245,23.659057617188,1
-16.725645820714,23.659057617188,1
-16.736167068369,23.670043945312,1
-16.725645820714,23.670043945312,1
-16.746687735092,23.681030273438,1
-16.736167068369,23.681030273438,1
-16.746687735092,23.692016601562,1
-16.757207820561,23.692016601562,1
-16.820316108982,23.768920898438,1
-16.820316108982,23.779907226562,1
-16.830832116646,23.779907226562,1
-16.830832116646,23.790893554688,1
-16.883403391057,23.834838867188,1
-16.893915890906,23.834838867188,1
-16.872890305768,23.834838867188,1
